+---------+------------------------------------+---------------------+
| section | audit_name                         | audited_at          |
+---------+------------------------------------+---------------------+
| audit   | 12_sympathetic_level_gate_recovery | 2026-05-24 15:33:26 |
+---------+------------------------------------+---------------------+
+------------------------------------------+
| sympathetic_items_with_level_gates_after |
+------------------------------------------+
|                                        0 |
+------------------------------------------+
+--------+-------------------------------------------------+------------+-----------------------------+-----------+------------+------------+--------------------+-----------+------------+-------------+---------------------------------------+------------+-------------+----------+----------+---------+---------+
| id     | Name                                            | proceffect | proc_spell_name             | proclevel | proclevel2 | worneffect | worn_spell_name    | wornlevel | wornlevel2 | focuseffect | focus_spell_name                      | focuslevel | focuslevel2 | reqlevel | reclevel | classes | slots   |
+--------+-------------------------------------------------+------------+-----------------------------+-----------+------------+------------+--------------------+-----------+------------+-------------+---------------------------------------+------------+-------------+----------+----------+---------+---------+
|  43954 | Sodkee's Sympathetic Stone                      |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21552 | Sympathetic Fire VI                   |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43955 | Nra`Vruu's Sympathetic Stone                    |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21557 | Sympathetic Frost VI                  |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43956 | SaNril's Sympathetic Stone                      |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21562 | Sympathetic Lightning VI              |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43957 | Endunr's Sympathetic Stone                      |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21567 | Sympathetic Toxin VI                  |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43958 | Bragnar's Sympathetic Stone                     |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21572 | Sympathetic Disease VI                |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43959 | Donup's Sympathetic Stone                       |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21577 | Sympathetic Chaos VI                  |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43960 | Teenta's Sympathetic Stone                      |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21580 | Sympathetic Sap IV                    |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43961 | Berzok's Soothing Stone                         |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21602 | Sympathetic Soothing VI               |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43962 | Ruga's Soothing Stone                           |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21607 | Sympathetic Calming VI                |          0 |           0 |       80 |       85 |   32290 |   26624 |
|  43965 | Urgak's Soothing Stone                          |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21617 | Sympathetic Alleviation VI            |          0 |           0 |       80 |       85 |   15360 |   26624 |
|  50910 | Rokyl's Channelling Crystal                     |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21551 | Sympathetic Fire V                    |          0 |           0 |       80 |       85 |   15488 |   16384 |
|  50916 | Staff of Writhing                               |      23872 | Stunning Strike III         |         0 |          0 |         -1 | NULL               |         0 |          0 |       21561 | Sympathetic Lightning V               |          0 |           0 |       80 |       85 |   15488 |   24576 |
|  54894 | Staff of the Patriarch                          |      23777 | Strike of Venom VIII        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21561 | Sympathetic Lightning V               |          0 |           0 |       80 |       85 |   15906 |    8192 |
|  54903 | Mithril Frog Totem                              |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21601 | Sympathetic Soothing V                |          0 |           0 |       80 |       85 |     674 |    8192 |
|  54904 | Black Tome with Silver Runes                    |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       21551 | Sympathetic Fire V                    |          0 |           0 |       80 |       85 |   15360 |    8192 |
|  54927 | Bow of Avanish Ornament                         |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       24470 | Sympathetic Pulse of Magic VIII       |          0 |           0 |        0 |        0 |   65535 |    2048 |
|  54991 | Bow of the Emerald Dragon Ornament              |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       24509 | Sympathetic Pulse of Poison VIII      |          0 |           0 |        0 |        0 |   65535 |    2048 |
|  60433 | Kranigan's Pulverizer                           |       6355 | Fiery Strike VI             |         0 |          0 |         -1 | NULL               |         0 |          0 |       21617 | Sympathetic Alleviation VI            |          0 |           0 |       80 |       85 |   15906 |    8192 |
|  60953 | Bow of the Vermillion Dragon Ornament           |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       24483 | Sympathetic Pulse of Fire VIII        |          0 |           0 |        0 |        0 |   65535 |    2048 |
|  62930 | Bloodruned Mallet                               |      24334 | Remote Healing Surge V      |         0 |          0 |         -1 | NULL               |         0 |          0 |       24462 | Sympathetic Alleviating Burst III     |          0 |           0 |       85 |       90 |     546 |    8192 |
|  62931 | Barbarian Hunting Spear                         |      23714 | Force of Magic V            |         0 |          0 |         -1 | NULL               |         0 |          0 |       24477 | Sympathetic Surge of Magic V          |          0 |           0 |       85 |       90 |     512 |    8192 |
|  62932 | Ice Crystal Staff                               |      23714 | Force of Magic V            |         0 |          0 |         -1 | NULL               |         0 |          0 |       24462 | Sympathetic Alleviating Burst III     |          0 |           0 |       85 |       90 |   15488 |   24576 |
|  62937 | Staff of Ankexfen                               |      23717 | Force of Magic VIII         |         0 |          0 |         -1 | NULL               |         0 |          0 |       24480 | Sympathetic Surge of Magic VIII       |          0 |           0 |       85 |       90 |   15360 |    8192 |
|  62998 | Warhammer of Divine Grace                       |      23756 | Burst of Ice VII            |         0 |          0 |         -1 | NULL               |         0 |          0 |       24464 | Sympathetic Alleviating Burst V       |          0 |           0 |       85 |        0 |       2 |    8192 |
|  64566 | Guard of the Fallen Dragon Ornament             |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       24547 | Sympathetic Surge of Corruption VIII  |          0 |           0 |        0 |        0 |   65535 |   16384 |
|  64567 | Bow of the Fallen Dragon Ornament               |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       24547 | Sympathetic Surge of Corruption VIII  |          0 |           0 |        0 |        0 |   65535 |    2048 |
|  75899 | Orb of the Crimson Bull                         |         -1 | NULL                        |         0 |          0 |      20514 | Improved Dodge VII |         0 |          0 |       24465 | Sympathetic Alleviating Burst VI      |          0 |           0 |       95 |        0 |   15906 |   26624 |
|  75927 | Silver Dagger of Destruction                    |      23717 | Force of Magic VIII         |         0 |          0 |         -1 | NULL               |         0 |          0 |       24465 | Sympathetic Alleviating Burst VI      |          0 |           0 |       95 |        0 |   15360 |   10240 |
|  75929 | Staff of the Silent Star                        |      23737 | Strike of Flames VIII       |         0 |          0 |         -1 | NULL               |         0 |          0 |       24465 | Sympathetic Alleviating Burst VI      |          0 |           0 |       95 |        0 |   32201 |    8192 |
|  75931 | Blackstar, Mace of Night                        |      24337 | Remote Healing Surge VIII   |         0 |          0 |         -1 | NULL               |         0 |          0 |       33416 | Sympathetic Invigorating Burst VI     |          0 |           0 |       95 |        0 |       2 |    8192 |
|  75934 | Sprinkler of the Spirits                        |      20739 | Hand of Holy Vengeance VI   |         0 |          0 |         -1 | NULL               |         0 |          0 |       33416 | Sympathetic Invigorating Burst VI     |          0 |           0 |       95 |        0 |     546 |    8192 |
|  75955 | Jansan's Shield of Crafting                     |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       24441 | Sympathetic Healing Burst VIII        |          0 |           0 |       95 |        0 |     546 |   16384 |
|  81786 | Sacrifical Dagger                               |      23856 | Vampiric Strike VII         |         0 |          0 |         -1 | NULL               |         0 |          0 |       24464 | Sympathetic Alleviating Burst V       |          0 |           0 |       90 |       95 |   15360 |    8192 |
|  81788 | Gem-Encrusted Scepter                           |      23716 | Force of Magic VII          |         0 |          0 |         -1 | NULL               |         0 |          0 |       33415 | Sympathetic Invigorating Burst V      |          0 |           0 |       90 |       95 |     546 |    8192 |
|  81793 | Staff of Writhing                               |      33271 | Stunning Strike VII         |         0 |          0 |         -1 | NULL               |         0 |          0 |       24414 | Sympathetic Force of Corruption VII   |          0 |           0 |       90 |       95 |   15360 |    8192 |
|  81800 | Blight, Hammer of the Scourge                   |      38693 | Scourge                     |         0 |          0 |         -1 | NULL               |         0 |          0 |       24404 | Sympathetic Strike of Disease X       |          0 |           0 |       90 |       95 |     512 |    8192 |
|  81801 | Gold Plated Koshigatana                         |       5364 | Desolate Summoned           |         0 |          0 |         -1 | NULL               |         0 |          0 |       24424 | Sympathetic Vampiric Strike IV        |          0 |           0 |       90 |       95 |   15769 |   24576 |
|  81802 | Hierophant`s Crook                              |       5346 | Earth Shiver                |         0 |          0 |         -1 | NULL               |         0 |          0 |       24352 | Sympathetic Force of Magic X          |          0 |           0 |       90 |       95 |      32 |    8192 |
|  85199 | Warped Baton                                    |      23756 | Burst of Ice VII            |         0 |          0 |         -1 | NULL               |         0 |          0 |       24464 | Sympathetic Alleviating Burst V       |          0 |           0 |      100 |        0 |   15360 |    8192 |
|  85200 | Mace of Regression                              |      23896 | Healing Burst VII           |         0 |          0 |         -1 | NULL               |         0 |          0 |       33415 | Sympathetic Invigorating Burst V      |          0 |           0 |      100 |        0 |     546 |    8192 |
|  85202 | Ethermasher Maul                                |      24339 | Remote Healing Surge X      |         0 |          0 |         -1 | NULL               |         0 |          0 |       24352 | Sympathetic Force of Magic X          |          0 |           0 |      100 |        0 |     546 |    8192 |
|  85204 | Ethercharged Quarterstaff                       |      23739 | Strike of Flames X          |         0 |          0 |         -1 | NULL               |         0 |          0 |       24352 | Sympathetic Force of Magic X          |          0 |           0 |      100 |        0 |   15360 |    8192 |
|  86160 | The Heart of Narikor                            |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       39612 | Sympathetic Force of Corruption VII   |          0 |           0 |      100 |        0 |   15906 |   24576 |
|  86161 | Left Eye of Gyrup                               |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       39614 | Sympathetic Healing Burst VII         |          0 |           0 |      100 |        0 |   15906 |   24576 |
|  86171 | The Heart of Narikor                            |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       39612 | Sympathetic Force of Corruption VII   |          0 |           0 |      100 |        0 |   15906 |   24576 |
|  86172 | Left Eye of Gyrup                               |         -1 | NULL                        |         0 |          0 |         -1 | NULL               |         0 |          0 |       39614 | Sympathetic Healing Burst VII         |          0 |           0 |      100 |        0 |   15906 |   24576 |
|  87144 | Katargo, Star of Abrogation                     |      38849 | Hand of Holy Vengeance IX   |         0 |          0 |         -1 | NULL               |         0 |          0 |       33418 | Sympathetic Invigorating Burst VIII   |          0 |           0 |      100 |        0 |     546 |    8192 |
|  87145 | Tarachi, Spellblade of Pandemonium              |      23819 | Force of Corruption X       |         0 |          0 |         -1 | NULL               |         0 |          0 |       24467 | Sympathetic Alleviating Burst VIII    |          0 |           0 |      100 |        0 |   15360 |    8192 |
|  87148 | Olethros, Runestaff of Calamity                 |      33235 | Strike of Flames XIII       |         0 |          0 |         -1 | NULL               |         0 |          0 |       33333 | Sympathetic Strike of Flames XIII     |          0 |           0 |      100 |        0 |   15360 |    8192 |
|  87995 | Lifeborn Wand of Light                          |      38848 | Hand of Holy Vengeance VIII |         0 |          0 |         -1 | NULL               |         0 |          0 |       33417 | Sympathetic Invigorating Burst VII    |          0 |           0 |      100 |        0 |     546 |    8192 |
|  87996 | Battlecharged Blade                             |      23818 | Force of Corruption IX      |         0 |          0 |         -1 | NULL               |         0 |          0 |       24466 | Sympathetic Alleviating Burst VII     |          0 |           0 |      100 |        0 |   15360 |    8192 |
|  90491 | Hammer of Reverence                             |      40060 | Reverent Strike             |         0 |          0 |         -1 | NULL               |         0 |          0 |       24443 | Sympathetic Healing Burst X           |          0 |           0 |       88 |        0 |       2 |    8192 |
|  90492 | Hammer of Reverence II                          |      40061 | Reverent Strike II          |         0 |          0 |         -1 | NULL               |         0 |          0 |       33362 | Sympathetic Healing Burst XII         |          0 |           0 |       88 |        0 |       2 |    8192 |
